paper_id,scale,mean_fake,mean_true,sd_fake,sd_true,n_ratings_fake,n_ratings_true,discernment
Allen_2021,7,3.82110565745286,4.7365846082162,2.018939881505327,1.8305952962877545,7742,12877,0.9154789507633398
Chen_2021,6,2.636378493217855,3.996011964107675,1.6936868212902394,1.4773175210018807,6119,6018,1.3596334708898197
Erlich_2023,6,2.484464707868975,4.068135764944288,1.456831334924502,1.4817164343935085,23688,7896,1.5836710570753132
Garrett_2021,4,2.416758463685096,2.9515055079559236,0.8021953835781017,0.7868806704535151,40851,40850,0.5347470442708278
Hoes-Altay-Angelis_2023,6,1.7193672926271453,3.299861158017115,1.1890733593553267,1.6378745980614136,26679,26649,1.5804938653899696
Lyons_2024_b,4,1.8644544431945989,2.5592410400562233,0.9287814017073501,0.9191202891538758,3556,7115,0.6947865968616245
Modirrousta-Galian_2023_b,7,2.7129629629629637,4.608796296296296,1.6550431230538234,1.490940394651394,1296,1296,1.8958333333333321
Stagnaro_2023,4,2.3689035022167992,2.8839944189754307,1.0768883875993294,0.8914229766925522,20073,20068,0.5150909167586315
