paper_id,unique_participant_id,veracity,accuracy,scale
Allen_2021,Allen_2021_1_29,fake,5,7
Allen_2021,Allen_2021_1_29,true,5,7
Allen_2021,Allen_2021_1_29,true,4,7
Allen_2021,Allen_2021_1_29,true,5,7
Allen_2021,Allen_2021_1_29,true,5,7
Allen_2021,Allen_2021_1_29,true,4,7
Allen_2021,Allen_2021_1_29,true,4,7
Allen_2021,Allen_2021_1_29,fake,7,7
Allen_2021,Allen_2021_1_29,true,4,7
Allen_2021,Allen_2021_1_29,fake,5,7
Allen_2021,Allen_2021_1_29,true,6,7
Allen_2021,Allen_2021_1_29,true,7,7
Allen_2021,Allen_2021_1_29,true,7,7
Allen_2021,Allen_2021_1_29,true,6,7
Allen_2021,Allen_2021_1_29,fake,5,7
Allen_2021,Allen_2021_1_30,fake,4,7
Allen_2021,Allen_2021_1_30,true,4,7
Allen_2021,Allen_2021_1_30,true,5,7
Allen_2021,Allen_2021_1_30,true,6,7
Allen_2021,Allen_2021_1_30,true,6,7
Allen_2021,Allen_2021_1_30,true,4,7
Allen_2021,Allen_2021_1_30,true,4,7
Allen_2021,Allen_2021_1_30,fake,5,7
Allen_2021,Allen_2021_1_30,fake,6,7
Allen_2021,Allen_2021_1_30,fake,6,7
Allen_2021,Allen_2021_1_30,true,4,7
Allen_2021,Allen_2021_1_30,true,6,7
Allen_2021,Allen_2021_1_30,true,4,7
Allen_2021,Allen_2021_1_30,true,6,7
Allen_2021,Allen_2021_1_30,true,5,7
Allen_2021,Allen_2021_1_30,true,5,7
Allen_2021,Allen_2021_1_30,true,5,7
Allen_2021,Allen_2021_1_31,true,7,7
Allen_2021,Allen_2021_1_31,fake,1,7
Allen_2021,Allen_2021_1_31,true,1,7
Allen_2021,Allen_2021_1_31,true,4,7
Allen_2021,Allen_2021_1_31,fake,1,7
Allen_2021,Allen_2021_1_31,true,5,7
Allen_2021,Allen_2021_1_31,true,7,7
Allen_2021,Allen_2021_1_31,true,7,7
Allen_2021,Allen_2021_1_31,true,2,7
Allen_2021,Allen_2021_1_31,fake,3,7
Allen_2021,Allen_2021_1_31,true,7,7
Allen_2021,Allen_2021_1_31,true,7,7
Allen_2021,Allen_2021_1_31,true,4,7
Allen_2021,Allen_2021_1_31,true,1,7
Allen_2021,Allen_2021_1_31,true,5,7
Allen_2021,Allen_2021_1_31,true,2,7
Allen_2021,Allen_2021_1_32,fake,7,7
Allen_2021,Allen_2021_1_32,true,6,7
Allen_2021,Allen_2021_1_32,true,4,7
Allen_2021,Allen_2021_1_32,fake,3,7
Allen_2021,Allen_2021_1_32,true,5,7
Allen_2021,Allen_2021_1_32,fake,6,7
Allen_2021,Allen_2021_1_32,true,4,7
Allen_2021,Allen_2021_1_32,fake,3,7
Allen_2021,Allen_2021_1_32,true,5,7
Allen_2021,Allen_2021_1_32,true,4,7
Allen_2021,Allen_2021_1_32,true,5,7
Allen_2021,Allen_2021_1_32,true,5,7
Allen_2021,Allen_2021_1_32,fake,5,7
Allen_2021,Allen_2021_1_32,true,7,7
Allen_2021,Allen_2021_1_32,true,2,7
Allen_2021,Allen_2021_1_32,true,7,7
Allen_2021,Allen_2021_1_32,fake,2,7
Allen_2021,Allen_2021_1_33,true,3,7
Allen_2021,Allen_2021_1_33,fake,3,7
Allen_2021,Allen_2021_1_33,true,3,7
Allen_2021,Allen_2021_1_33,true,3,7
Allen_2021,Allen_2021_1_33,true,3,7
Allen_2021,Allen_2021_1_33,true,2,7
Allen_2021,Allen_2021_1_33,true,6,7
Allen_2021,Allen_2021_1_33,true,3,7
Allen_2021,Allen_2021_1_33,fake,3,7
Allen_2021,Allen_2021_1_33,true,3,7
Allen_2021,Allen_2021_1_33,fake,3,7
Allen_2021,Allen_2021_1_33,true,4,7
Allen_2021,Allen_2021_1_33,true,3,7
Allen_2021,Allen_2021_1_33,true,3,7
Allen_2021,Allen_2021_1_33,fake,3,7
Allen_2021,Allen_2021_1_33,true,4,7
Allen_2021,Allen_2021_1_33,true,7,7
Allen_2021,Allen_2021_1_34,true,3,7
Allen_2021,Allen_2021_1_34,true,5,7
